id	Gemeindekennziffer	Gemeindename	Ortsname	PLZ	Bezirk	Bundesland	Lat	Lon	Einwohner_2001	KFZ-Kennzeichen	Fläche_km2	Seehöhe
43000214	10817	Pilgersdorf	Deutsch Gerisdorf	7441	Oberpullendorf	Burgenland	47.4166667	16.3666667	230	OP	43.90	375
43000215	10817	Pilgersdorf	Kogl im Burgenland	7441	Oberpullendorf	Burgenland	47.4500000	16.3000000	140	OP	43.90	375
43000216	10817	Pilgersdorf	Lebenbrunn	7441	Oberpullendorf	Burgenland	47.4666667	16.3000000	164	OP	43.90	375
43000217	10817	Pilgersdorf	Pilgersdorf	7441	Oberpullendorf	Burgenland	47.4333333	16.3500000	541	OP	43.90	375
43000218	10817	Pilgersdorf	Salmannsdorf	7441	Oberpullendorf	Burgenland	47.4166667	16.3333333	149	OP	43.90	375
43000219	10817	Pilgersdorf	Steinbach im Burgenland	7441	Oberpullendorf	Burgenland	47.4833333	16.3166667	202	OP	43.90	375
43000220	10818	Piringsdorf	Piringsdorf	7371	Oberpullendorf	Burgenland	47.4333333	16.4166667	897	OP	16.14	302
43000221	10819	Raiding	Raiding	7321	Oberpullendorf	Burgenland	47.5666667	16.5333333	836	OP	13.07	253
43000222	10820	Ritzing	Ritzing	7323	Oberpullendorf	Burgenland	47.6000000	16.5000000	894	OP	17.70	304
43000223	10821	Steinberg-Dörfl	Dörfl	7453	Oberpullendorf	Burgenland	47.4833333	16.4833333	592	OP	37.15	262
43000224	10821	Steinberg-Dörfl	Steinberg	7453	Oberpullendorf	Burgenland	47.4666667	16.4833333	660	OP	37.15	262
43000225	10822	Stoob	Stoob	7344, 7350	Oberpullendorf	Burgenland	47.5166667	16.4666667	1386	OP	17.38	265
43000226	10823	Weppersdorf	Kalkgruben	7332	Oberpullendorf	Burgenland	47.6166667	16.4000000	357	OP	24.74	315
43000227	10823	Weppersdorf	Tschurndorf	7332	Oberpullendorf	Burgenland	47.6000000	16.4000000	501	OP	24.74	315
43000228	10823	Weppersdorf	Weppersdorf	7331	Oberpullendorf	Burgenland	47.5833333	16.4333333	946	OP	24.74	315
43000229	10824	Lackendorf	Lackendorf	7321	Oberpullendorf	Burgenland	47.5833333	16.5000000	600	OP	12.71	294
43000230	10825	Unterfrauenhaid	Unterfrauenhaid	7321	Oberpullendorf	Burgenland	47.5666667	16.5000000	759	OP	10.97	278
43000231	10826	Unterrabnitz-Schwendgraben	Schwendgraben	7371	Oberpullendorf	Burgenland	47.4666667	16.3666667	132	OP	13.93	340
43000232	10826	Unterrabnitz-Schwendgraben	Unterrabnitz	7371	Oberpullendorf	Burgenland	47.4500000	16.3666667	502	OP	13.93	340
43000233	10827	Weingraben	Weingraben	7372	Oberpullendorf	Burgenland	47.5166667	16.3666667	389	OP	9.23	414
43000234	10828	Oberloisdorf	Oberloisdorf	7451	Oberpullendorf	Burgenland	47.4500000	16.5000000	798	OP	10.65	254
43000235	10901	Bad Tatzmannsdorf	Bad Tatzmannsdorf	7431	Oberwart	Burgenland	47.3333333	16.2166667	625	OW	11.62	345
43000236	10901	Bad Tatzmannsdorf	Jormannsdorf	7431	Oberwart	Burgenland	47.3500000	16.2166667	545	OW	11.62	345
43000237	10901	Bad Tatzmannsdorf	Sulzriegel	7431	Oberwart	Burgenland	47.3333333	16.2333333	146	OW	11.62	345
43000238	10902	Bernstein	Bernstein	7434	Oberwart	Burgenland	47.4000000	16.2500000	1079	OW	38.99	617
43000239	10902	Bernstein	Dreihütten	2852, 7434	Oberwart	Burgenland	47.4166667	16.2166667	162	OW	38.99	617
43000240	10902	Bernstein	Redlschlag	7434	Oberwart	Burgenland	47.4333333	16.3000000	428	OW	38.99	617
43000241	10902	Bernstein	Rettenbach	7434	Oberwart	Burgenland	47.4000000	16.2333333	344	OW	38.99	617
43000242	10902	Bernstein	Stuben	7434	Oberwart	Burgenland	47.4166667	16.2500000	428	OW	38.99	617
43000243	10903	Deutsch Schützen-Eisenberg	Deutsch Schützen	7474	Oberwart	Burgenland	47.1666667	16.4500000	466	OW	28.47	227
43000244	10903	Deutsch Schützen-Eisenberg	Edlitz im Burgenland	7474	Oberwart	Burgenland	47.1333333	16.4333333	114	OW	28.47	227
43000245	10903	Deutsch Schützen-Eisenberg	Eisenberg an der Pinka	7474	Oberwart	Burgenland	47.1833333	16.4166667	376	OW	28.47	227
43000246	10903	Deutsch Schützen-Eisenberg	Höll	7474	Oberwart	Burgenland	47.1333333	16.4333333	94	OW	28.47	227
43000247	10903	Deutsch Schützen-Eisenberg	Sankt Kathrein im Burgenland	7474	Oberwart	Burgenland	47.1333333	16.4166667	139	OW	28.47	227
43000248	10904	Grafenschachen	Grafenschachen	7423	Oberwart	Burgenland	47.3666667	16.0666667	925	OW	9.94	402
43000249	10904	Grafenschachen	Kroisegg	7423	Oberwart	Burgenland	47.3833333	16.0333333	252	OW	9.94	402
43000250	10905	Großpetersdorf	Großpetersdorf	7503	Oberwart	Burgenland	47.2333333	16.3166667	2519	OW	31.36	311
43000251	10905	Großpetersdorf	Kleinpetersdorf	7503	Oberwart	Burgenland	47.2166667	16.3333333	282	OW	31.36	311
43000252	10905	Großpetersdorf	Kleinzicken	7503	Oberwart	Burgenland	47.2000000	16.3333333	127	OW	31.36	311
43000253	10905	Großpetersdorf	Miedlingsdorf	7503	Oberwart	Burgenland	47.2666667	16.3166667	243	OW	31.36	311
43000254	10905	Großpetersdorf	Welgersdorf	7503	Oberwart	Burgenland	47.2333333	16.3500000	375	OW	31.36	311
43000255	10906	Hannersdorf	Burg	7473, 7474	Oberwart	Burgenland	47.2166667	16.4000000	258	OW	17.12	268
43000256	10906	Hannersdorf	Hannersdorf	7473	Oberwart	Burgenland	47.2333333	16.3833333	443	OW	17.12	268
43000257	10906	Hannersdorf	Woppendorf	7473	Oberwart	Burgenland	47.2000000	16.3833333	147	OW	17.12	268
43000258	10907	Kemeten	Kemeten	7531	Oberwart	Burgenland	47.2333333	16.1500000	1529	OW	20.67	303
43000259	10908	Kohfidisch	Harmisch	7512	Oberwart	Burgenland	47.1500000	16.3833333	138	OW	31.34	258
43000260	10908	Kohfidisch	Kirchfidisch	7512	Oberwart	Burgenland	47.1500000	16.3500000	449	OW	31.34	258
43000261	10908	Kohfidisch	Kohfidisch	7512	Oberwart	Burgenland	47.1666667	16.3500000	885	OW	31.34	258
43000262	10909	Litzelsdorf	Litzelsdorf	7532	Oberwart	Burgenland	47.2000000	16.1500000	1151	OW	13.88	292
43000263	10910	Loipersdorf-Kitzladen	Kitzladen	7411	Oberwart	Burgenland	47.3166667	16.0666667	308	OW	15.88	377
43000264	10910	Loipersdorf-Kitzladen	Loipersdorf im Burgenland	7411	Oberwart	Burgenland	47.3333333	16.0833333	952	OW	15.88	377
43000265	10911	Mariasdorf	Bergwerk	7433	Oberwart	Burgenland	47.3666667	16.2500000	145	OW	20.54	412
43000266	10911	Mariasdorf	Grodnau	7433	Oberwart	Burgenland	47.3833333	16.2666667	334	OW	20.54	412
43000267	10911	Mariasdorf	Mariasdorf	7433	Oberwart	Burgenland	47.3666667	16.2166667	479	OW	20.54	412
43000268	10911	Mariasdorf	Neustift bei Schlaining	7433	Oberwart	Burgenland	47.3500000	16.2500000	134	OW	20.54	412
43000269	10911	Mariasdorf	Tauchen	7433	Oberwart	Burgenland	47.4000000	16.2166667	165	OW	20.54	412
43000270	10912	Markt Allhau	Buchschachen	7411	Oberwart	Burgenland	47.3166667	16.1000000	563	OW	32.31	349
43000271	10912	Markt Allhau	Markt Allhau	7411	Oberwart	Burgenland	47.2833333	16.0833333	1206	OW	32.31	349
43000272	10913	Markt Neuhodis	Althodis	7464	Oberwart	Burgenland	47.3166667	16.3833333	126	OW	19.95	326
43000273	10913	Markt Neuhodis	Markt Neuhodis	7464	Oberwart	Burgenland	47.3000000	16.4000000	613	OW	19.95	326
43000274	10914	Mischendorf	Großbachselten	7511	Oberwart	Burgenland	47.2166667	16.3000000	156	OW	26.19	265
43000275	10914	Mischendorf	Kleinbachselten	7511	Oberwart	Burgenland	47.2000000	16.3000000	154	OW	26.19	265
43000276	10914	Mischendorf	Kotezicken	7503, 7512	Oberwart	Burgenland	47.2000000	16.3500000	330	OW	26.19	265
43000277	10914	Mischendorf	Mischendorf	7511	Oberwart	Burgenland	47.1833333	16.3166667	543	OW	26.19	265
43000278	10914	Mischendorf	Neuhaus in der Wart	7503	Oberwart	Burgenland	47.1833333	16.3166667	241	OW	26.19	265
43000279	10914	Mischendorf	Rohrbach an der Teich	7511	Oberwart	Burgenland	47.2000000	16.2833333	320	OW	26.19	265
43000280	10915	Oberdorf im Burgenland	Oberdorf im Burgenland	7501	Oberwart	Burgenland	47.2166667	16.2166667	1102	OW	9.25	349
43000281	10916	Oberschützen	Aschau im Burgenland	7432	Oberwart	Burgenland	47.4000000	16.2000000	397	OW	44.39	355
43000282	10916	Oberschützen	Oberschützen	7431, 7432	Oberwart	Burgenland	47.3500000	16.2000000	991	OW	44.39	355
43000283	10916	Oberschützen	Schmiedrait	7432	Oberwart	Burgenland	47.4166667	16.1833333	136	OW	44.39	355
43000284	10916	Oberschützen	Unterschützen	7400	Oberwart	Burgenland	47.3166667	16.2000000	437	OW	44.39	355
43000285	10916	Oberschützen	Willersdorf	7432	Oberwart	Burgenland	47.3666667	16.2000000	328	OW	44.39	355
43000286	10917	Oberwart	Oberwart	7400	Oberwart	Burgenland	47.2833333	16.2000000	6442	OW	36.49	315
43000287	10917	Oberwart	Sankt Martin in der Wart	7400	Oberwart	Burgenland	47.3000000	16.2333333	254	OW	36.49	315
43000288	10918	Pinkafeld	Hochart	7423	Oberwart	Burgenland	47.4000000	16.1166667	341	OW	27.43	399
43000289	10918	Pinkafeld	Pinkafeld	7423	Oberwart	Burgenland	47.3666667	16.1166667	4840	OW	27.43	399
43000290	10919	Rechnitz	Rechnitz	7471	Oberwart	Burgenland	47.3000000	16.4500000	3237	OW	43.77	348
43000291	10920	Riedlingsdorf	Riedlingsdorf	7422	Oberwart	Burgenland	47.3500000	16.1333333	1633	OW	16.13	371
43000292	10921	Rotenturm an der Pinka	Rotenturm an der Pinka	7501	Oberwart	Burgenland	47.2500000	16.2500000	925	OW	17.04	307
43000293	10921	Rotenturm an der Pinka	Siget in der Wart	7501	Oberwart	Burgenland	47.2666667	16.2833333	274	OW	17.04	307
43000294	10921	Rotenturm an der Pinka	Spitzzicken	7501	Oberwart	Burgenland	47.2833333	16.2833333	179	OW	17.04	307
43000295	10922	Schachendorf	Dürnbach im Burgenland	7472, 7503	Oberwart	Burgenland	47.2666667	16.4000000	339	OW	22.32	286
43000296	10922	Schachendorf	Schachendorf	7472	Oberwart	Burgenland	47.2666667	16.4333333	473	OW	22.32	286
43000297	10923	Stadtschlaining	Altschlaining	7461	Oberwart	Burgenland	47.3166667	16.2833333	308	OW	42.07	409
43000298	10923	Stadtschlaining	Drumling	7400	Oberwart	Burgenland	47.3166667	16.2500000	252	OW	42.07	409
43000299	10923	Stadtschlaining	Goberling	7461	Oberwart	Burgenland	47.3500000	16.2833333	419	OW	42.07	409
43000300	10923	Stadtschlaining	Neumarkt im Tauchental	7461, 7503	Oberwart	Burgenland	47.3000000	16.3000000	368	OW	42.07	409
43000301	10923	Stadtschlaining	Stadtschlaining	7461	Oberwart	Burgenland	47.3166667	16.2833333	746	OW	42.07	409
43000302	10924	Unterkohlstätten	Glashütten bei Schlaining	7435	Oberwart	Burgenland	47.3500000	16.3333333	132	OW	29.14	503
43000303	10924	Unterkohlstätten	Günseck	7435	Oberwart	Burgenland	47.4000000	16.3166667	194	OW	29.14	503
43000304	10924	Unterkohlstätten	Holzschlag	7434, 7435	Oberwart	Burgenland	47.3833333	16.3000000	337	OW	29.14	503
43000305	10924	Unterkohlstätten	Oberkohlstätten	7435	Oberwart	Burgenland	47.3666667	16.3333333	201	OW	29.14	503
43000306	10924	Unterkohlstätten	Unterkohlstätten	7435	Oberwart	Burgenland	47.3833333	16.3166667	239	OW	29.14	503
43000307	10925	Unterwart	Eisenzicken	7501	Oberwart	Burgenland	47.2833333	16.2666667	240	OW	20.22	305
43000308	10925	Unterwart	Unterwart	7501	Oberwart	Burgenland	47.2500000	16.2333333	724	OW	20.22	305
43000309	10926	Weiden bei Rechnitz	Allersdorf im Burgenland	7461	Oberwart	Burgenland	47.3000000	16.3166667	57	OW	39.83	333
43000310	10926	Weiden bei Rechnitz	Allersgraben	7461	Oberwart	Burgenland	47.3166667	16.3166667	47	OW	39.83	333
43000311	10926	Weiden bei Rechnitz	Mönchmeierhof	7461	Oberwart	Burgenland	47.3333333	16.3166667	82	OW	39.83	333
43000312	10926	Weiden bei Rechnitz	Oberpodgoria	7463	Oberwart	Burgenland	47.3333333	16.3500000	120	OW	39.83	333
43000313	10926	Weiden bei Rechnitz	Podler	7461	Oberwart	Burgenland	47.2833333	16.3333333	80	OW	39.83	333
43000314	10926	Weiden bei Rechnitz	Rauhriegel	7461	Oberwart	Burgenland	47.3333333	16.3000000	18	OW	39.83	333
43000315	10926	Weiden bei Rechnitz	Rumpersdorf	7463	Oberwart	Burgenland	47.3166667	16.3333333	94	OW	39.83	333
43000316	10926	Weiden bei Rechnitz	Unterpodgoria	7463	Oberwart	Burgenland	47.3166667	16.3500000	44	OW	39.83	333
43000317	10926	Weiden bei Rechnitz	Weiden bei Rechnitz	7463	Oberwart	Burgenland	47.3000000	16.3500000	126	OW	39.83	333
43000318	10926	Weiden bei Rechnitz	Zuberbach	7463, 7503	Oberwart	Burgenland	47.2833333	16.3666667	232	OW	39.83	333
43000319	10927	Wiesfleck	Schönherrn	7423	Oberwart	Burgenland	47.4166667	16.1666667	89	OW	20.08	390
43000320	10927	Wiesfleck	Schreibersdorf	7423	Oberwart	Burgenland	47.4000000	16.1500000	233	OW	20.08	390
43000321	10927	Wiesfleck	Weinberg im Burgenland	7423	Oberwart	Burgenland	47.3833333	16.1333333	62	OW	20.08	390
43000322	10927	Wiesfleck	Wiesfleck	7423	Oberwart	Burgenland	47.3833333	16.1333333	794	OW	20.08	390
43000323	10928	Wolfau	Wolfau	7412	Oberwart	Burgenland	47.2500000	16.1000000	1357	OW	15.02	340
43000324	10929	Neustift an der Lafnitz	Neustift an der Lafnitz	7423	Oberwart	Burgenland	47.3666667	16.0333333	627	OW	3.50	410
43000325	10930	Jabing	Jabing	7503	Oberwart	Burgenland	47.2500000	16.2833333	742	OW	7.78	292
43000326	10931	Badersdorf	Badersdorf	7512	Oberwart	Burgenland	47.2000000	16.3666667	325	OW	8.64	268
43000327	10932	Schandorf	Schandorf	7472	Oberwart	Burgenland	47.2333333	16.4166667	310	OW	11.26	260
43000328	20101	Klagenfurt	Klagenfurt,01.Bez.:Innere Stadt	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000329	20101	Klagenfurt	Klagenfurt,02.Bez.:Innere Stadt	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000330	20101	Klagenfurt	Klagenfurt,03.Bez.:Innere Stadt	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000331	20101	Klagenfurt	Klagenfurt,04.Bez.:Innere Stadt	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000332	20101	Klagenfurt	Klagenfurt,05.Bez.:St.Veiter Vorstadt	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000333	20101	Klagenfurt	Klagenfurt,06.Bez.:Völkermarkt.Vorst.	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000334	20101	Klagenfurt	Klagenfurt,07.Bez.:Viktringer Vorstadt	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000335	20101	Klagenfurt	Klagenfurt,08.Bez.:Villacher Vorstadt	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000336	20101	Klagenfurt	Klagenfurt,09.Bez.:Annabichl	9020, 9061	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000337	20101	Klagenfurt	Klagenfurt,10.Bez.:Sankt Peter	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000338	20101	Klagenfurt	Klagenfurt,11.Bez.:Sankt Ruprecht	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000339	20101	Klagenfurt	Klagenfurt,12.Bez.:Sankt Martin	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000340	20101	Klagenfurt	Klagenfurt,13.Bez.:Viktring	9020, 9073	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000341	20101	Klagenfurt	Klagenfurt,14.Bez.:Wölfnitz	9061, 9063, 9201	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000342	20101	Klagenfurt	Klagenfurt,15.Bez.:Hörtendorf	9020	Klagenfurt (Stadt)	Kärnten	46.6247222	14.3052778	0	K	120.11	446
43000343	20201	Villach	Villach-Innere Stadt	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	7482	VI	134.89	501
43000344	20201	Villach	Goritschach	9500	Villach (Stadt)	Kärnten	46.5463889	13.8619444	512	VI	134.89	501
43000345	20201	Villach	Heiligengeist	9500	Villach (Stadt)	Kärnten	46.6125000	13.7477778	213	VI	134.89	501
43000346	20201	Villach	Mittewald ob Villach	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	32	VI	134.89	501
43000347	20201	Villach	Neufellach	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	839	VI	134.89	501
43000348	20201	Villach	Obere Fellach	9500	Villach (Stadt)	Kärnten	46.6355556	13.8186111	592	VI	134.89	501
43000349	20201	Villach	Pogöriach	9500	Villach (Stadt)	Kärnten	46.6166667	13.8000000	109	VI	134.89	501
43000350	20201	Villach	Sankt Georgen	9500	Villach (Stadt)	Kärnten	46.6333333	13.8000000	955	VI	134.89	501
43000351	20201	Villach	Untere Fellach	9500	Villach (Stadt)	Kärnten	46.6333333	13.8333333	3113	VI	134.89	501
43000352	20201	Villach	Drautschen	9241, 9500, 9523	Villach (Stadt)	Kärnten	46.6102778	13.8558333	330	VI	134.89	501
43000353	20201	Villach	Gratschach	9523	Villach (Stadt)	Kärnten	46.6333333	13.9000000	203	VI	134.89	501
43000354	20201	Villach	Gritschach	9500	Villach (Stadt)	Kärnten	46.6333333	13.8500000	394	VI	134.89	501
43000355	20201	Villach	Großvassach	9500	Villach (Stadt)	Kärnten	46.6333333	13.8500000	707	VI	134.89	501
43000356	20201	Villach	Heiligen Gestade	9570	Villach (Stadt)	Kärnten	46.6500000	13.9500000	105	VI	134.89	501
43000357	20201	Villach	Kleinvassach	9500	Villach (Stadt)	Kärnten	46.6333333	13.8500000	579	VI	134.89	501
43000358	20201	Villach	Kumitz	9500, 9523	Villach (Stadt)	Kärnten	46.6102778	13.8558333	283	VI	134.89	501
43000359	20201	Villach	Landskron	9500, 9523, 9524	Villach (Stadt)	Kärnten	46.6166667	13.8833333	3887	VI	134.89	501
43000360	20201	Villach	Neulandskron	9500, 9523	Villach (Stadt)	Kärnten	46.6102778	13.8558333	520	VI	134.89	501
43000361	20201	Villach	Oberwollanig	9500	Villach (Stadt)	Kärnten	46.6505556	13.8338889	241	VI	134.89	501
43000362	20201	Villach	Rennstein	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	147	VI	134.89	501
43000363	20201	Villach	Sankt Andrä	9523	Villach (Stadt)	Kärnten	46.6441667	13.8922222	582	VI	134.89	501
43000364	20201	Villach	Sankt Leonhard	9500	Villach (Stadt)	Kärnten	46.5500000	13.8000000	1776	VI	134.89	501
43000365	20201	Villach	Sankt Magdalen	9524	Villach (Stadt)	Kärnten	46.6166667	13.8833333	1190	VI	134.89	501
43000366	20201	Villach	Sankt Michael	9500, 9524	Villach (Stadt)	Kärnten	46.5788889	14.7433333	253	VI	134.89	501
43000367	20201	Villach	Sankt Ruprecht	9523	Villach (Stadt)	Kärnten	46.6666667	14.6166667	307	VI	134.89	501
43000368	20201	Villach	Sankt Ulrich	9524	Villach (Stadt)	Kärnten	46.7666667	14.9000000	552	VI	134.89	501
43000369	20201	Villach	Unterwollanig	9500	Villach (Stadt)	Kärnten	46.6333333	13.8166667	167	VI	134.89	501
43000370	20201	Villach	Urlaken	9523	Villach (Stadt)	Kärnten	46.6102778	13.8558333	112	VI	134.89	501
43000371	20201	Villach	Zauchen	9500	Villach (Stadt)	Kärnten	46.5166667	14.5666667	348	VI	134.89	501
43000372	20201	Villach	Bogenfeld	9580	Villach (Stadt)	Kärnten	46.5833333	13.9333333	158	VI	134.89	501
43000373	20201	Villach	Dobrova	9500	Villach (Stadt)	Kärnten	46.6466667	14.7769444	71	VI	134.89	501
43000374	20201	Villach	Duel	9500	Villach (Stadt)	Kärnten	46.5833333	14.0166667	18	VI	134.89	501
43000375	20201	Villach	Egg am Faaker See	9580	Villach (Stadt)	Kärnten	46.5816667	13.9000000	227	VI	134.89	501
43000376	20201	Villach	Graschitz	9580	Villach (Stadt)	Kärnten	46.6102778	13.8558333	51	VI	134.89	501
43000377	20201	Villach	Greuth	9580	Villach (Stadt)	Kärnten	46.5166667	14.1000000	142	VI	134.89	501
43000378	20201	Villach	Großsattel	9580	Villach (Stadt)	Kärnten	46.6000000	13.9166667	142	VI	134.89	501
43000379	20201	Villach	Kleinsattel	9500	Villach (Stadt)	Kärnten	46.6000000	13.8833333	110	VI	134.89	501
43000380	20201	Villach	Kratschach	9580	Villach (Stadt)	Kärnten	46.6000000	13.9000000	88	VI	134.89	501
43000381	20201	Villach	Maria Gail	9500	Villach (Stadt)	Kärnten	46.5922222	13.8808333	383	VI	134.89	501
43000382	20201	Villach	Mittewald	9580	Villach (Stadt)	Kärnten	46.6333333	13.7666667	99	VI	134.89	501
43000383	20201	Villach	Prossowitsch	9500	Villach (Stadt)	Kärnten	46.6000000	13.8833333	135	VI	134.89	501
43000384	20201	Villach	Sankt Niklas an der Drau	9580	Villach (Stadt)	Kärnten	46.6041667	13.8644444	203	VI	134.89	501
43000385	20201	Villach	Serai	9580	Villach (Stadt)	Kärnten	46.6102778	13.8558333	109	VI	134.89	501
43000386	20201	Villach	Tschinowitsch	9500	Villach (Stadt)	Kärnten	46.5833333	13.8500000	186	VI	134.89	501
43000387	20201	Villach	Turdanitsch	9500	Villach (Stadt)	Kärnten	46.5833333	13.8666667	177	VI	134.89	501
43000388	20201	Villach	Weißenbach	9500	Villach (Stadt)	Kärnten	46.6500000	13.7833333	25	VI	134.89	501
43000389	20201	Villach	Drobollach am Faaker See	9580	Villach (Stadt)	Kärnten	46.6102778	13.8558333	349	VI	134.89	501
43000390	20201	Villach	Oberfederaun	9586	Villach (Stadt)	Kärnten	46.5833333	13.8166667	27	VI	134.89	501
43000391	20201	Villach	Oberschütt	9587	Villach (Stadt)	Kärnten	46.5697222	13.7580556	163	VI	134.89	501
43000392	20201	Villach	Unterfederaun	9586	Villach (Stadt)	Kärnten	46.5758333	13.7777778	29	VI	134.89	501
43000393	20201	Villach	Unterschütt	9586	Villach (Stadt)	Kärnten	46.5655556	13.7861111	165	VI	134.89	501
43000394	20201	Villach	Villach-Auen	9500, 9504	Villach (Stadt)	Kärnten	46.6102778	13.8558333	5575	VI	134.89	501
43000395	20201	Villach	Villach-Seebach-Wasenboden	9500, 9524	Villach (Stadt)	Kärnten	46.6102778	13.8558333	4067	VI	134.89	501
43000396	20201	Villach	Villach-Lind	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	5386	VI	134.89	501
43000397	20201	Villach	Villach-Sankt Agathen und Perau	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	3108	VI	134.89	501
43000398	20201	Villach	Villach-Sankt Martin	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	2456	VI	134.89	501
43000399	20201	Villach	Villach-Völkendorf	9500	Villach (Stadt)	Kärnten	46.6102778	13.8558333	5545	VI	134.89	501
43000400	20201	Villach	Villach-Warmbad-Judendorf	9500, 9504	Villach (Stadt)	Kärnten	46.6102778	13.8558333	1773	VI	134.89	501
43000401	20302	Dellach	Dellach	9635	Hermagor	Kärnten	46.6666667	13.0833333	680	HE	36.17	672
