id	Gemeindekennziffer	Gemeindename	Ortsname	PLZ	Bezirk	Bundesland	Lat	Lon	Einwohner_2001	KFZ-Kennzeichen	Fläche_km2	Seehöhe
43015521	61017	Hengsberg	Hengsberg	8411	Leibnitz	Steiermark	46.8666667	15.4333333	189	LB	17.67	351
43015522	61017	Hengsberg	Kehlsdorf	8403, 8411	Leibnitz	Steiermark	46.8666667	15.4833333	151	LB	17.67	351
43015523	61017	Hengsberg	Komberg	8411	Leibnitz	Steiermark	46.8666667	15.4500000	149	LB	17.67	351
43015524	61017	Hengsberg	Kühberg	8411	Leibnitz	Steiermark	46.8666667	15.4333333	80	LB	17.67	351
43015525	61017	Hengsberg	Leitersdorf	8504	Leibnitz	Steiermark	46.8000000	15.6333333	122	LB	17.67	351
43015526	61017	Hengsberg	Matzelsdorf	8411	Leibnitz	Steiermark	46.8166667	15.6666667	95	LB	17.67	351
43015527	61017	Hengsberg	Schönberg an der Laßnitz	8411	Leibnitz	Steiermark	46.8677778	15.4777778	115	LB	17.67	351
43015528	61017	Hengsberg	Schrötten an der Laßnitz	8411	Leibnitz	Steiermark	46.8500000	15.4333333	299	LB	17.67	351
43015529	61018	Kaindorf an der Sulm	Grottenhof	8430	Leibnitz	Steiermark	46.7833333	15.5333333	224	LB	6.55	245
43015530	61018	Kaindorf an der Sulm	Kaindorf	8430	Leibnitz	Steiermark	47.2166667	15.9000000	1060	LB	6.55	245
43015531	61018	Kaindorf an der Sulm	Kogelberg	8430	Leibnitz	Steiermark	46.9833333	15.8833333	109	LB	6.55	245
43015532	61019	Kitzeck im Sausal	Brudersegg	8441	Leibnitz	Steiermark	46.7666667	15.4333333	95	LB	16.29	563
43015533	61019	Kitzeck im Sausal	Einöd	8442	Leibnitz	Steiermark	46.7666667	15.4666667	166	LB	16.29	563
43015534	61019	Kitzeck im Sausal	Fresing	8441, 8442	Leibnitz	Steiermark	46.7586111	15.4475000	289	LB	16.29	563
43015535	61019	Kitzeck im Sausal	Gauitsch	8442, 8451	Leibnitz	Steiermark	46.7666667	15.4333333	164	LB	16.29	563
43015536	61019	Kitzeck im Sausal	Greith	8442	Leibnitz	Steiermark	46.7833333	15.2833333	75	LB	16.29	563
43015537	61019	Kitzeck im Sausal	Neurath	8442, 8451	Leibnitz	Steiermark	46.7833333	15.4833333	137	LB	16.29	563
43015538	61019	Kitzeck im Sausal	Steinriegel	8442	Leibnitz	Steiermark	46.7666667	15.4500000	171	LB	16.29	563
43015539	61020	Lang	Dexenberg	8403	Leibnitz	Steiermark	46.8475000	15.4844444	183	LB	15.62	286
43015540	61020	Lang	Göttling	8403	Leibnitz	Steiermark	46.8333333	15.5000000	161	LB	15.62	286
43015541	61020	Lang	Jöß	8403	Leibnitz	Steiermark	46.8333333	15.5000000	224	LB	15.62	286
43015542	61020	Lang	Lang	8403	Leibnitz	Steiermark	46.8333333	15.5000000	166	LB	15.62	286
43015543	61020	Lang	Langaberg	8403	Leibnitz	Steiermark	46.8333333	15.5000000	108	LB	15.62	286
43015544	61020	Lang	Schirka	8403	Leibnitz	Steiermark	46.8333333	15.5000000	109	LB	15.62	286
43015545	61020	Lang	Stangersdorf	8403	Leibnitz	Steiermark	46.8500000	15.5166667	200	LB	15.62	286
43015546	61021	Lebring-Sankt Margarethen	Bachsdorf	8403	Leibnitz	Steiermark	46.8333333	15.5500000	372	LB	7.60	286
43015547	61021	Lebring-Sankt Margarethen	Lebring	8403	Leibnitz	Steiermark	46.8522222	15.5383333	892	LB	7.60	286
43015548	61021	Lebring-Sankt Margarethen	Sankt Margarethen bei Lebring	8403	Leibnitz	Steiermark	46.8636111	15.5277778	655	LB	7.60	286
43015549	61022	Leibnitz	Altenmarkt	8430, 8435	Leibnitz	Steiermark	46.7666667	15.5500000	991	LB	5.96	274
43015550	61022	Leibnitz	Leibnitz	8430	Leibnitz	Steiermark	46.7816667	15.5416667	5779	LB	5.96	274
43015551	61023	Leutschach	Leutschach	8463	Leibnitz	Steiermark	46.6672222	15.4688889	627	LB	1.11	352
43015552	61024	Oberhaag	Altenbach	8454, 8455	Leibnitz	Steiermark	46.6500000	15.3333333	257	LB	35.89	323
43015553	61024	Oberhaag	Hardegg	8454	Leibnitz	Steiermark	46.6666667	15.3666667	170	LB	35.89	323
43015554	61024	Oberhaag	Kitzelsdorf	8453, 8454	Leibnitz	Steiermark	46.6875000	15.3772222	252	LB	35.89	323
43015555	61024	Oberhaag	Krast	8454	Leibnitz	Steiermark	46.6666667	15.3666667	217	LB	35.89	323
43015556	61024	Oberhaag	Lieschen	8455	Leibnitz	Steiermark	46.6666667	15.3166667	346	LB	35.89	323
43015557	61024	Oberhaag	Obergreith	8443, 8453, 8455, 8544	Leibnitz	Steiermark	46.7000000	15.3500000	366	LB	35.89	323
43015558	61024	Oberhaag	Oberhaag	8454, 8455	Leibnitz	Steiermark	46.6858333	15.3361111	775	LB	35.89	323
43015559	61025	Obervogau	Obervogau	8461, 8472	Leibnitz	Steiermark	46.7450000	15.5847222	818	LB	3.96	260
43015560	61026	Pistorf	Dornach	8443	Leibnitz	Steiermark	46.7666667	15.3500000	98	LB	13.57	312
43015561	61026	Pistorf	Maierhof	8443, 8452	Leibnitz	Steiermark	46.7500000	15.4000000	264	LB	13.57	312
43015562	61026	Pistorf	Pistorf	8443	Leibnitz	Steiermark	46.7666667	15.3666667	628	LB	13.57	312
43015563	61026	Pistorf	Sausal	8443	Leibnitz	Steiermark	46.7666667	15.4000000	427	LB	13.57	312
43015564	61027	Ragnitz	Badendorf	8413	Leibnitz	Steiermark	46.8500000	15.6000000	209	LB	20.77	281
43015565	61027	Ragnitz	Edelsee	8413	Leibnitz	Steiermark	46.8366667	15.5927778	73	LB	20.77	281
43015566	61027	Ragnitz	Gundersdorf	8413	Leibnitz	Steiermark	46.8500000	15.5833333	269	LB	20.77	281
43015567	61027	Ragnitz	Haslach an der Stiefing	8413	Leibnitz	Steiermark	46.8500000	15.5666667	205	LB	20.77	281
43015568	61027	Ragnitz	Laubegg	8413	Leibnitz	Steiermark	46.8166667	15.6000000	200	LB	20.77	281
43015569	61027	Ragnitz	Oberragnitz	8413	Leibnitz	Steiermark	46.8500000	15.6000000	78	LB	20.77	281
43015570	61027	Ragnitz	Oedt	8403, 8413	Leibnitz	Steiermark	46.8500000	15.5500000	168	LB	20.77	281
43015571	61027	Ragnitz	Ragnitz	8413	Leibnitz	Steiermark	46.8366667	15.5927778	317	LB	20.77	281
43015572	61027	Ragnitz	Rohr	8413	Leibnitz	Steiermark	46.8500000	15.5666667	86	LB	20.77	281
43015573	61028	Ratsch an der Weinstraße	Ottenberg	8461	Leibnitz	Steiermark	46.7000000	15.5666667	142	LB	8.27	352
43015574	61028	Ratsch an der Weinstraße	Ratsch an der Weinstraße	8461	Leibnitz	Steiermark	46.6894444	15.5711111	276	LB	8.27	352
43015575	61029	Retznei	Retznei	8461	Leibnitz	Steiermark	46.7333333	15.5666667	369	LB	3.34	261
43015576	61029	Retznei	Unterlupitscheni	8461	Leibnitz	Steiermark	46.7333333	15.5500000	49	LB	3.34	261
43015577	61030	Sankt Andrä-Höch	Brünngraben	8444	Leibnitz	Steiermark	46.8000000	15.4000000	112	LB	20.62	356
43015578	61030	Sankt Andrä-Höch	Fantsch	8443, 8444, 8522	Leibnitz	Steiermark	46.7833333	15.3666667	202	LB	20.62	356
43015579	61030	Sankt Andrä-Höch	Höch	8441, 8442, 8444	Leibnitz	Steiermark	46.7769444	15.4250000	205	LB	20.62	356
43015580	61030	Sankt Andrä-Höch	Neudorf im Sausal	8444, 8521	Leibnitz	Steiermark	46.8000000	15.4000000	327	LB	20.62	356
43015581	61030	Sankt Andrä-Höch	Reith	8444	Leibnitz	Steiermark	46.9500000	15.8000000	118	LB	20.62	356
43015582	61030	Sankt Andrä-Höch	Rettenberg	8441, 8444	Leibnitz	Steiermark	46.7833333	15.4000000	296	LB	20.62	356
43015583	61030	Sankt Andrä-Höch	Sankt Andrä im Sausal	8444	Leibnitz	Steiermark	46.7894444	15.3791667	377	LB	20.62	356
43015584	61030	Sankt Andrä-Höch	Sausal	8442, 8444, 8505	Leibnitz	Steiermark	46.7666667	15.4000000	427	LB	20.62	356
43015585	61031	Sankt Georgen an der Stiefing	Baldau	8413	Leibnitz	Steiermark	46.8666667	15.5833333	154	LB	13.87	319
43015586	61031	Sankt Georgen an der Stiefing	Gerbersdorf	8413	Leibnitz	Steiermark	46.8733333	15.5797222	60	LB	13.87	319
43015587	61031	Sankt Georgen an der Stiefing	Kurzragnitz	8413	Leibnitz	Steiermark	46.8833333	15.6000000	120	LB	13.87	319
43015588	61031	Sankt Georgen an der Stiefing	Lappach	8413	Leibnitz	Steiermark	46.8666667	15.6166667	126	LB	13.87	319
43015589	61031	Sankt Georgen an der Stiefing	Prentern	8413	Leibnitz	Steiermark	46.8733333	15.5797222	23	LB	13.87	319
43015590	61031	Sankt Georgen an der Stiefing	Sankt Georgen an der Stiefing	8413	Leibnitz	Steiermark	46.8733333	15.5797222	530	LB	13.87	319
43015591	61031	Sankt Georgen an der Stiefing	Stiefing	8413	Leibnitz	Steiermark	46.8833333	15.5500000	74	LB	13.87	319
43015592	61031	Sankt Georgen an der Stiefing	Stiefingberg	8413	Leibnitz	Steiermark	46.8733333	15.5797222	40	LB	13.87	319
43015593	61032	Sankt Johann im Saggautal	Eichberg	8452, 8453, 8454	Leibnitz	Steiermark	47.2166667	15.9666667	108	LB	27.01	316
43015594	61032	Sankt Johann im Saggautal	Gündorf	8453	Leibnitz	Steiermark	46.7183333	15.4150000	172	LB	27.01	316
43015595	61032	Sankt Johann im Saggautal	Narrath	8452	Leibnitz	Steiermark	46.7166667	15.4166667	64	LB	27.01	316
43015596	61032	Sankt Johann im Saggautal	Praratheregg	8443	Leibnitz	Steiermark	46.7166667	15.3333333	68	LB	27.01	316
43015597	61032	Sankt Johann im Saggautal	Radiga	8453	Leibnitz	Steiermark	46.7166667	15.4000000	219	LB	27.01	316
43015598	61032	Sankt Johann im Saggautal	Saggau	8453	Leibnitz	Steiermark	46.7000000	15.3833333	378	LB	27.01	316
43015599	61032	Sankt Johann im Saggautal	Sankt Johann im Saggautal	8453	Leibnitz	Steiermark	46.7038889	15.4027778	335	LB	27.01	316
43015600	61032	Sankt Johann im Saggautal	Untergreith	8443, 8453, 8544	Leibnitz	Steiermark	46.7166667	15.3500000	535	LB	27.01	316
43015601	61033	Sankt Nikolai im Sausal	Flamberg	8505	Leibnitz	Steiermark	46.8166667	15.4833333	352	LB	26.18	342
43015602	61033	Sankt Nikolai im Sausal	Greith	8505	Leibnitz	Steiermark	46.7833333	15.2833333	75	LB	26.18	342
43015603	61033	Sankt Nikolai im Sausal	Grötsch	8411, 8504, 8505	Leibnitz	Steiermark	46.8475000	15.4452778	189	LB	26.18	342
43015604	61033	Sankt Nikolai im Sausal	Lamperstätten	8505	Leibnitz	Steiermark	46.8344444	15.4225000	269	LB	26.18	342
43015605	61033	Sankt Nikolai im Sausal	Mitteregg	8505	Leibnitz	Steiermark	46.8000000	15.4500000	96	LB	26.18	342
43015606	61033	Sankt Nikolai im Sausal	Mollitsch	8505	Leibnitz	Steiermark	46.8333333	15.4333333	94	LB	26.18	342
43015607	61033	Sankt Nikolai im Sausal	Oberjahring	8505	Leibnitz	Steiermark	46.8188889	15.4666667	182	LB	26.18	342
43015608	61033	Sankt Nikolai im Sausal	Petzles	8505	Leibnitz	Steiermark	46.8000000	15.4666667	148	LB	26.18	342
43015609	61033	Sankt Nikolai im Sausal	Sankt Nikolai im Sausal	8505	Leibnitz	Steiermark	46.8211111	15.4519444	285	LB	26.18	342
43015610	61033	Sankt Nikolai im Sausal	Unterjahring	8505	Leibnitz	Steiermark	46.8000000	15.4666667	121	LB	26.18	342
43015611	61033	Sankt Nikolai im Sausal	Waldschach	8505, 8521	Leibnitz	Steiermark	46.8166667	15.4333333	331	LB	26.18	342
43015612	61034	Sankt Nikolai ob Draßling	Hütt	8422	Leibnitz	Steiermark	46.7833333	15.6500000	182	LB	17.56	333
43015613	61034	Sankt Nikolai ob Draßling	Leitersdorf	8422	Leibnitz	Steiermark	46.8000000	15.6333333	122	LB	17.56	333
43015614	61034	Sankt Nikolai ob Draßling	Marchtring	8421	Leibnitz	Steiermark	46.8333333	15.6833333	49	LB	17.56	333
43015615	61034	Sankt Nikolai ob Draßling	Sankt Nikolai ob Draßling	8422	Leibnitz	Steiermark	46.8088889	15.6508333	709	LB	17.56	333
43015616	61035	Sankt Ulrich am Waasen	Sankt Ulrich am Waasen	8072, 8081, 8412	Leibnitz	Steiermark	46.9333333	15.5333333	417	LB	10.91	394
43015617	61035	Sankt Ulrich am Waasen	Wutschdorf	8072, 8081	Leibnitz	Steiermark	46.9500000	15.5333333	349	LB	10.91	394
43015618	61036	Sankt Veit am Vogau	Labuttendorf	8423	Leibnitz	Steiermark	46.7852778	15.6411111	182	LB	25.14	262
43015619	61036	Sankt Veit am Vogau	Lind bei Sankt Veit am Vogau	8423	Leibnitz	Steiermark	46.7333333	15.6333333	225	LB	25.14	262
43015620	61036	Sankt Veit am Vogau	Lipsch	8423	Leibnitz	Steiermark	46.7666667	15.6666667	201	LB	25.14	262
43015621	61036	Sankt Veit am Vogau	Neutersdorf	8423	Leibnitz	Steiermark	46.7666667	15.6500000	107	LB	25.14	262
43015622	61036	Sankt Veit am Vogau	Rabenhof	8423	Leibnitz	Steiermark	46.7333333	15.6166667	144	LB	25.14	262
43015623	61036	Sankt Veit am Vogau	Sankt Veit am Vogau	8423	Leibnitz	Steiermark	46.7333333	15.6166667	497	LB	25.14	262
43015624	61036	Sankt Veit am Vogau	Wagendorf	8423	Leibnitz	Steiermark	46.7500000	15.6000000	260	LB	25.14	262
43015625	61037	Schloßberg	Großwalz	8463	Leibnitz	Steiermark	46.6166667	15.4666667	169	LB	29.31	346
43015626	61037	Schloßberg	Remschnigg	8454, 8463	Leibnitz	Steiermark	46.6500000	15.4166667	292	LB	29.31	346
43015627	61037	Schloßberg	Schloßberg	8463	Leibnitz	Steiermark	46.6500000	15.4833333	751	LB	29.31	346
43015628	61038	Seggauberg	Oberlupitscheni	8451, 8462	Leibnitz	Steiermark	46.7333333	15.5166667	182	LB	11.02	360
43015629	61038	Seggauberg	Rettenbach	8430	Leibnitz	Steiermark	46.7500000	15.5166667	185	LB	11.02	360
43015630	61038	Seggauberg	Schönegg	8451	Leibnitz	Steiermark	46.7500000	15.5166667	566	LB	11.02	360
43015631	61038	Seggauberg	Seggauberg	8430, 8451	Leibnitz	Steiermark	46.7666667	15.5166667	578	LB	11.02	360
43015632	61039	Spielfeld	Graßnitzberg	8471	Leibnitz	Steiermark	46.7000000	15.6166667	210	LB	10.12	260
43015633	61039	Spielfeld	Obegg	8471	Leibnitz	Steiermark	46.6833333	15.6166667	49	LB	10.12	260
43015634	61039	Spielfeld	Spielfeld	8471	Leibnitz	Steiermark	46.7055556	15.6372222	770	LB	10.12	260
43015635	61040	Stocking	Afram	8410	Leibnitz	Steiermark	46.8833333	15.5333333	199	LB	16.45	294
43015636	61040	Stocking	Alla	8413	Leibnitz	Steiermark	46.8666667	15.5500000	35	LB	16.45	294
43015637	61040	Stocking	Aug	8410	Leibnitz	Steiermark	46.8500000	15.7833333	161	LB	16.45	294
43015638	61040	Stocking	Hart bei Wildon	8410	Leibnitz	Steiermark	46.8797222	15.5525000	148	LB	16.45	294
43015639	61040	Stocking	Neudorf	8410	Leibnitz	Steiermark	46.8833333	15.5500000	364	LB	16.45	294
43015640	61040	Stocking	Stocking	8410	Leibnitz	Steiermark	46.8833333	15.5333333	313	LB	16.45	294
43015641	61040	Stocking	Sukdull	8410, 8412	Leibnitz	Steiermark	46.9013889	15.5283333	395	LB	16.45	294
43015642	61041	Straß in Steiermark	Gersdorf an der Mur	8471, 8472	Leibnitz	Steiermark	46.7166667	15.6333333	357	LB	8.71	254
43015643	61041	Straß in Steiermark	Straß in Steiermark	8472	Leibnitz	Steiermark	46.7272222	15.6244444	1381	LB	8.71	254
43015644	61042	Sulztal an der Weinstraße	Sulztal	8461	Leibnitz	Steiermark			152	LB	2.28	505
43015645	61043	Tillmitsch	Altenberg bei Leibnitz	8430, 8451	Leibnitz	Steiermark	46.8000000	15.4833333	216	LB	14.99	276
43015646	61043	Tillmitsch	Grössing	8430	Leibnitz	Steiermark	46.8000000	15.5000000	119	LB	14.99	276
43015647	61043	Tillmitsch	Maxlon	8430	Leibnitz	Steiermark	46.8166667	15.4833333	170	LB	14.99	276
43015648	61043	Tillmitsch	Neutillmitsch	8430	Leibnitz	Steiermark	46.8166667	15.5333333	1080	LB	14.99	276
43015649	61043	Tillmitsch	Steingrub	8430, 8451	Leibnitz	Steiermark	46.7833333	15.4833333	94	LB	14.99	276
43015650	61043	Tillmitsch	Tillmitsch Links der Laßnitz	8430	Leibnitz	Steiermark			1010	LB	14.99	276
43015651	61043	Tillmitsch	Tillmitsch Rechts der Laßnitz	8430	Leibnitz	Steiermark			324	LB	14.99	276
43015652	61044	Vogau	Vogau	8423, 8461, 8472	Leibnitz	Steiermark			1057	LB	6.06	255
43015653	61045	Wagna	Aflenz an der Sulm	8435	Leibnitz	Steiermark	46.7500000	15.5333333	230	LB	12.99	266
43015654	61045	Wagna	Hasendorf an der Mur	8430	Leibnitz	Steiermark	46.8000000	15.5833333	219	LB	12.99	266
43015655	61045	Wagna	Leitring	8430	Leibnitz	Steiermark	46.7666667	15.5666667	2429	LB	12.99	266
43015656	61045	Wagna	Wagna	8435	Leibnitz	Steiermark	46.7500000	15.5500000	2224	LB	12.99	266
43015657	61046	Weitendorf	Kainach bei Wildon	8410	Leibnitz	Steiermark	46.8833333	15.4833333	218	LB	13.89	317
43015658	61046	Weitendorf	Lichendorf	8410	Leibnitz	Steiermark	46.7113889	15.6983333	882	LB	13.89	317
43015659	61046	Weitendorf	Neudorf ob Wildon	8402, 8410	Leibnitz	Steiermark	46.8988889	15.4886111	313	LB	13.89	317
43015660	61046	Weitendorf	Weitendorf	8402, 8410	Leibnitz	Steiermark	46.8961111	15.4669444	831	LB	13.89	317
43015661	61047	Wildon	Unterhaus	8410	Leibnitz	Steiermark	46.8666667	15.5000000	0	LB	7.24	314
43015662	61047	Wildon	Wildon	8410	Leibnitz	Steiermark	46.8833333	15.5166667	2349	LB	7.24	314
43015663	61048	Wolfsberg im Schwarzautal	Marchtring	8421	Leibnitz	Steiermark	46.8333333	15.6833333	49	LB	10.50	304
43015664	61048	Wolfsberg im Schwarzautal	Wölferberg	8421	Leibnitz	Steiermark	46.8500000	15.6833333	98	LB	10.50	304
43015665	61048	Wolfsberg im Schwarzautal	Wolfsberg im Schwarzautal	8421	Leibnitz	Steiermark	46.8438889	15.6588889	520	LB	10.50	304
43015666	61101	Eisenerz	Eisenerz	8790	Leoben	Steiermark	47.5333333	14.8833333	6435	LN	124.59	736
43015667	61102	Gai	Edling	8793	Leoben	Steiermark	47.2000000	14.5000000	379	LN	62.24	720
43015668	61102	Gai	Gai	8793	Leoben	Steiermark			80	LN	62.24	720
43015669	61102	Gai	Gausendorf	8793	Leoben	Steiermark	47.4166667	14.9833333	158	LN	62.24	720
43015670	61102	Gai	Gimplach	8793	Leoben	Steiermark	47.4333333	14.9666667	220	LN	62.24	720
43015671	61102	Gai	Gößgraben	8793	Leoben	Steiermark	47.4666667	14.9333333	48	LN	62.24	720
43015672	61102	Gai	Kurzheim	8793	Leoben	Steiermark	47.4333333	14.9833333	148	LN	62.24	720
43015673	61102	Gai	Oberdorf	8793	Leoben	Steiermark	47.0666667	15.1166667	201	LN	62.24	720
43015674	61102	Gai	Putzenberg	8793	Leoben	Steiermark	47.4166667	14.9500000	74	LN	62.24	720
43015675	61102	Gai	Schardorf	8793	Leoben	Steiermark	47.4166667	14.9500000	156	LN	62.24	720
43015676	61102	Gai	Töllach	8793	Leoben	Steiermark	47.4166667	14.9666667	27	LN	62.24	720
43015677	61102	Gai	Untergimplach	8793	Leoben	Steiermark			170	LN	62.24	720
43015678	61102	Gai	Unterkurzheim	8793	Leoben	Steiermark			81	LN	62.24	720
43015679	61102	Gai	Windischbühel	8793	Leoben	Steiermark	47.4000000	14.9666667	158	LN	62.24	720
43015680	61103	Hafning bei Trofaiach	Hafning	8793, 8794	Leoben	Steiermark	47.2000000	15.6000000	608	LN	76.34	685
43015681	61103	Hafning bei Trofaiach	Krumpen	8793	Leoben	Steiermark	47.4666667	14.9666667	83	LN	76.34	685
43015682	61103	Hafning bei Trofaiach	Laintal	8793	Leoben	Steiermark	47.4333333	15.0000000	617	LN	76.34	685
43015683	61103	Hafning bei Trofaiach	Rötz	8612, 8793, 8794	Leoben	Steiermark	47.1166667	15.3166667	567	LN	76.34	685
43015684	61103	Hafning bei Trofaiach	Treffning	8793	Leoben	Steiermark	47.4500000	15.0333333	88	LN	76.34	685
43015685	61104	Hieflau	Hieflau	8920	Leoben	Steiermark	47.6000000	14.7333333	910	LN	46.97	503
43015686	61104	Hieflau	Jassingau	8920	Leoben	Steiermark	47.6000000	14.7333333	109	LN	46.97	503
43015687	61105	Kalwang	Kalwang	8775	Leoben	Steiermark	47.4166667	14.7500000	899	LN	67.15	755
43015688	61105	Kalwang	Pisching	8775	Leoben	Steiermark	47.4166667	14.7333333	118	LN	67.15	755
43015689	61105	Kalwang	Schattenberg	8775	Leoben	Steiermark	47.5333333	14.2166667	153	LN	67.15	755
43015690	61105	Kalwang	Sonnberg	8775	Leoben	Steiermark	47.4666667	15.4833333	101	LN	67.15	755
43015691	61106	Kammern im Liesingtal	Dirnsdorf	8773	Leoben	Steiermark	47.4000000	14.9166667	83	LN	58.66	664
43015692	61106	Kammern im Liesingtal	Glarsdorf	8773, 8792	Leoben	Steiermark	47.4000000	14.9500000	83	LN	58.66	664
43015693	61106	Kammern im Liesingtal	Kammern im Liesingtal	8773	Leoben	Steiermark	47.3833333	14.9000000	874	LN	58.66	664
43015694	61106	Kammern im Liesingtal	Leims	8773	Leoben	Steiermark	47.3833333	14.8833333	12	LN	58.66	664
43015695	61106	Kammern im Liesingtal	Liesing	8773	Leoben	Steiermark	47.3833333	14.9333333	82	LN	58.66	664
43015696	61106	Kammern im Liesingtal	Mochl	8773, 8793	Leoben	Steiermark	47.3833333	14.9000000	80	LN	58.66	664
43015697	61106	Kammern im Liesingtal	Mötschendorf	8772	Leoben	Steiermark	47.3833333	14.9500000	54	LN	58.66	664
43015698	61106	Kammern im Liesingtal	Pfaffendorf	8773	Leoben	Steiermark	47.3833333	14.9166667	568	LN	58.66	664
43015699	61106	Kammern im Liesingtal	Seiz	8773	Leoben	Steiermark	47.3833333	14.9166667	279	LN	58.66	664
43015700	61106	Kammern im Liesingtal	Sparsbach	8773	Leoben	Steiermark	47.3833333	14.9000000	22	LN	58.66	664
43015701	61106	Kammern im Liesingtal	Wolfgruben	8773	Leoben	Steiermark	47.1333333	15.7666667	23	LN	58.66	664
43015702	61107	Kraubath an der Mur	Kraubath an der Mur	8714	Leoben	Steiermark	47.3000000	14.9333333	1063	LN	27.44	632
43015703	61107	Kraubath an der Mur	Kraubathgraben	8714	Leoben	Steiermark	47.3166667	14.9000000	56	LN	27.44	632
43015704	61107	Kraubath an der Mur	Leising	8714	Leoben	Steiermark	47.3000000	14.9333333	227	LN	27.44	632
43015705	61108	Leoben	Donawitz	8700, 8792	Leoben	Steiermark	47.3666667	15.0666667	4202	LN	107.77	541
43015706	61108	Leoben	Göß	8700	Leoben	Steiermark	47.3500000	15.1000000	4047	LN	107.77	541
43015707	61108	Leoben	Hinterberg	8700	Leoben	Steiermark	47.1833333	15.3500000	73	LN	107.77	541
43015708	61108	Leoben	Judendorf	8700	Leoben	Steiermark	47.1166667	15.3500000	1705	LN	107.77	541
43015709	61108	Leoben	Leitendorf	8700	Leoben	Steiermark	47.3666667	15.0833333	2446	LN	107.77	541
43015710	61108	Leoben	Leoben	8700	Leoben	Steiermark	47.3833333	15.1000000	8049	LE	107.77	541
43015711	61109	Mautern in Steiermark	Eselberg	8774	Leoben	Steiermark	46.7833333	15.9500000	194	LN	108.57	712
43015712	61109	Mautern in Steiermark	Liesingau	8774	Leoben	Steiermark	47.4000000	14.7833333	185	LN	108.57	712
43015713	61109	Mautern in Steiermark	Magdwiesen	8774	Leoben	Steiermark	47.4166667	14.8000000	58	LN	108.57	712
43015714	61109	Mautern in Steiermark	Mautern in Steiermark	8774	Leoben	Steiermark	47.4000000	14.8333333	1398	LN	108.57	712
43015715	61109	Mautern in Steiermark	Rannach	8774	Leoben	Steiermark	47.1500000	15.3833333	158	LN	108.57	712
43015716	61109	Mautern in Steiermark	Reitingau	8774	Leoben	Steiermark	47.4166667	14.8500000	92	LN	108.57	712
43015717	61110	Niklasdorf	Niklasdorf	8712	Leoben	Steiermark	47.3833333	15.1500000	2697	LN	15.17	521
43015718	61111	Proleb	Kletschach	8712	Leoben	Steiermark	47.4166667	15.1166667	98	LN	24.49	540
43015719	61111	Proleb	Köllach	8712	Leoben	Steiermark	47.4000000	15.1333333	254	LN	24.49	540
43015720	61111	Proleb	Prentgraben	8712	Leoben	Steiermark	47.4166667	15.1000000	43	LN	24.49	540
43015721	61111	Proleb	Proleb	8712	Leoben	Steiermark	47.4000000	15.1333333	1234	LN	24.49	540
43015722	61112	Radmer	Radmer an der Hasel	8795	Leoben	Steiermark	47.5166667	14.7000000	227	LN	82.42	729
43015723	61112	Radmer	Radmer an der Stube	8795, 8920	Leoben	Steiermark	47.5333333	14.7500000	567	LN	82.42	729
43015724	61113	Sankt Michael in Obersteiermark	Brunn	8770	Leoben	Steiermark	46.9500000	16.0166667	1182	LN	56.10	588
43015725	61113	Sankt Michael in Obersteiermark	Greith	8713, 8770	Leoben	Steiermark	46.7833333	15.2833333	75	LN	56.10	588
43015726	61113	Sankt Michael in Obersteiermark	Hinterlainsach	8770	Leoben	Steiermark	47.3000000	15.0666667	46	LN	56.10	588
43015727	61113	Sankt Michael in Obersteiermark	Jassing	8770	Leoben	Steiermark	47.1666667	15.5666667	35	LN	56.10	588
43015728	61113	Sankt Michael in Obersteiermark	Liesingtal	8770	Leoben	Steiermark	47.3333333	15.0000000	2193	LN	56.10	588
43015729	61113	Sankt Michael in Obersteiermark	Sankt Michael in Obersteiermark	8770	Leoben	Steiermark	47.3333333	15.0000000	834	LN	56.10	588
43015730	61113	Sankt Michael in Obersteiermark	Vorderlainsach	8770	Leoben	Steiermark	47.3500000	15.0333333	131	LN	56.10	588
43015731	61114	Sankt Peter-Freienstein	Hessenberg	8792	Leoben	Steiermark	47.3833333	15.0166667	750	LN	27.34	606
43015732	61114	Sankt Peter-Freienstein	Sankt Peter-Freienstein	8792	Leoben	Steiermark	47.3833333	15.0166667	1181	LN	27.34	606
43015733	61114	Sankt Peter-Freienstein	Tollinggraben	8792	Leoben	Steiermark	47.4000000	15.0666667	59	LN	27.34	606
43015734	61114	Sankt Peter-Freienstein	Traidersberg	8792	Leoben	Steiermark	47.3833333	15.0166667	479	LN	27.34	606
43015735	61115	Sankt Stefan ob Leoben	Kaisersberg	8713	Leoben	Steiermark	47.3333333	14.9666667	411	LN	78.72	588
43015736	61115	Sankt Stefan ob Leoben	Lichtensteinerberg	8713	Leoben	Steiermark	47.3000000	14.9833333	20	LN	78.72	588
43015737	61115	Sankt Stefan ob Leoben	Lobming	8713	Leoben	Steiermark	47.0500000	15.1833333	398	LN	78.72	588
43015738	61115	Sankt Stefan ob Leoben	Niederdorf	8713, 8714	Leoben	Steiermark	47.3000000	14.9666667	149	LN	78.72	588
43015739	61115	Sankt Stefan ob Leoben	Sankt Stefan ob Leoben	8713	Leoben	Steiermark	47.3000000	14.9833333	1073	LN	78.72	588
